STATUS: 200
HEADERS: {
  "access-control-allow-origin": "*",
  "cache-control": "no-cache",
  "connection": "keep-alive",
  "content-type": "text/event-stream",
  "date": "Tue, 19 May 2026 00:39:46 GMT",
  "transfer-encoding": "chunked",
  "vary": "rsc, next-router-state-tree, next-router-prefetch, next-router-segment-prefetch"
}
---BODY---
data: {"response":{"candidates":[{"content":{"role":"model","parts":[{"text":"<thinking"}]}}],"modelVersion":"claude-sonnet-4.5","responseId":"chatcmpl-1779151186334"}}

data: {"response":{"candidates":[{"content":{"role":"model","parts":[{"text":">\nThe"}]}}],"modelVersion":"claude-sonnet-4.5","responseId":"chatcmpl-1779151186334"}}

data: {"response":{"candidates":[{"content":{"role":"model","parts":[{"text":" user is showing"}]}}],"modelVersion":"claude-sonnet-4.5","responseId":"chatcmpl-1779151186334"}}

data: {"response":{"candidates":[{"content":{"role":"model","parts":[{"text":" me an"}]}}],"modelVersion":"claude-sonnet-4.5","responseId":"chatcmpl-1779151186334"}}

data: {"response":{"candidates":[{"content":{"role":"model","parts":[{"text":" error"}]}}],"modelVersion":"claude-sonnet-4.5","responseId":"chatcmpl-1779151186334"}}

data: {"response":{"candidates":[{"content":{"role":"model","parts":[{"text":" message indicating"}]}}],"modelVersion":"claude-sonnet-4.5","responseId":"chatcmpl-1779151186334"}}

data: {"response":{"candidates":[{"content":{"role":"model","parts":[{"text":" they"}]}}],"modelVersion":"claude-sonnet-4.5","responseId":"chatcmpl-1779151186334"}}

data: {"response":{"candidates":[{"content":{"role":"model","parts":[{"text":"'ve"}]}}],"modelVersion":"claude-sonnet-4.5","responseId":"chatcmpl-1779151186334"}}

data: {"response":{"candidates":[{"content":{"role":"model","parts":[{"text":" hit"}]}}],"modelVersion":"claude-sonnet-4.5","responseId":"chatcmpl-1779151186334"}}

data: {"response":{"candidates":[{"content":{"role":"model","parts":[{"text":" a rate limit on"}]}}],"modelVersion":"claude-sonnet-4.5","responseId":"chatcmpl-1779151186334"}}

